company_adddress,add_full,add_off
8861EB | 3,KRUISSTRAAT 3,0
9001XS | 1,IT MOLELAN 1,0
9101DE | 21,DE WOUDHORNE 21,0
9103NL | 6,KOAIDOBBE 6,0
8502TK | 5,DE WIELEN 5,0
9254DN | 2,POLLESINGEL 2,0
8392MT | 71,DWARSVAARTWEG 71,0
9285SZ | 1,GROENKAMP 1,0
9074TK | 53,DONIAWEG 53 A,0
8501ZJ | 3,POLDERBOSKDYK 3,0
8447SB | 11,DE DOLTEN 11,0
9207JZ | 4,TESLALAAN 4,0
9051VA | 17,SEEROB 17,0
8401CZ | 1,BROUWERSWAL 1,0
9405PT | 5,BALKENDWARSWEG 5,0
9104CT | 2,HEAREWEI 2,0
9104CB | 130,FOARWEI 130,0
6835EA | 1,GRONINGENSINGEL 1,0
8445SB | 50,HEIDEMEER 50,0
9101NB | 1,STROBOSSERSTEEG 1,0
8939BV | 23,DE TJONGER 23,0
8501XA | 7,AMBACHTSWEI 7,0
8701KN | 12,SKILWYK 12,0
8471HV | 12,HOOFDSTRAAT WEST 12,0
9076PK | 41,LANGHUISTERWEG 41 A,0
9035VP | 12,DE ALDE MAR 12,0
8601WH | 26,ZADELMAKERSSTRAAT 26,0
8723LZ | 4,BUTENSKAR 4,0
9036VP | 45,LJOCHTMISDYK 45,0
8447GL | 19,IT DOK 19,0
9207HE | 6,FAHRENHEITLAAN 6 H,0
3645HM | 54,BLOEMHAVEN 54,0
9251GA | 22,MR W M OPPEDK VAN VEENWG 22,0
8754GJ | 3,HOUTMOLEN 3,0
8632WG | 25,THABORWEI 25,0
9001ZM | 6,SUOREIN 6,0
1213NN | 9,COLOSSEUM 9,625
9405BL | 3,LAUWERS 3,0
9076PH | 28,HEMMEMAWEG 28,0
9204WS | 5,OUDE SLINGEWEG 5,0
9203KP | 140,BURGEMEESTER WUITEWEG 140 248,0
9244BT | 1,HELOMAPARK 1,0
8501ZP | 7,TOLHUSWEI 7,0
6862AH | 157,UTRECHTSEWEG 157,0
9011VZ | 20,DE TERP 20,0
8532CC | 23,SWALP 23,0
8447EB | 15,DE WARRING 15,0
8925AZ | 9,HAVINGASTATE 9 E,0
9114AD | 24,EASTWALD 24 A,0
1398AB | 40,HERENGRACHT 40,0
9289XL | 14,JAN GERKESWEI 14,0
9202PD | 11,LAVENDELHEIDE 11,0
8801JW | 54,OOSTELIJKE INDUSTRIEWEG 54,0
9101PX | 21,PIER PRINSLAAN 21,0
9084BD | 22,HAVEN 22,0
8934AD | 2,HENRI DUNANTWEG 2,0
9255LH | 13,LYTSEGEAST 13,0
8491PA | 34,SPIKERBOOR 34,0
8801PN | 25,EDISONSTRAAT 25,0
9206AT | 18,DE GIEK 18,0
8043PE | 38,HASSELTERDIJK 38,0
8603EM | 11,KAPELAAN JANSENSTRJITTE 11,0
8448CD | 10,JUPITER 10 UNIT H,0
9041VC | 7,DE SEIZE 7,0
9101VK | 93,WOUDWEG 93,0
9101KT | 1,HALVEMAANSPOORT 1,0
8938CA | 2,CORONAWEG 2,0
8501ZS | 1,KLOKMAKKERIJ 1,0
8911AE | 1,SOPHIALAAN 1,0
8401SC | 8,SCHANSBURG 8,0
8536TN | 16,HERENWEG 16,0
8448EB | 131,K R POSTSTRAAT 131,0
8401AX | 39,DE LEIJEN 39,0
8501CS | 7,KOOILAAN 7,0
8051ND | 1,STADSLAAN 1,0
8471AB | 9,NIJVERHEIDSSTRAAT 9,0
8491PD | 9,IT VEGELINSKAMPKE 9,0
9243SC | 13,MANDEFJILD 13 A,0
8604CE | 28,DE LEIJEN 28,0
9243SC | 15,MANDEFJILD 15 A,0
8802PK | 3,SEXBIERUMERWEG 3,0
8913BA | 1,MOLENSTRAAT 1,0
8924JN | 5,ELZENSTRAAT 5,0
8754JE | 19,ENGWIERDERLAAN 19,0
8872NL | 15,JULIANALAAN 15,0
8861KX | 1,GRENSWEG 1,0
8440AK | 4,INDUSTRIEWEG 4,0
1382LE | 1,NIJVERHEIDSLAAN 1 D,0
9001CP | 98,OOSTERGOOSTRAAT 98,0
9712BN | 49,TURFTORENSTRAAT 49,0
8913HW | 10,JAN LUYKENSTRAAT 10,0
7461TW | 2,SPOELERSTRAAT 2,0
8451JA | 2,TJEERD ROSLAAN 2,0
9288CA | 7,WESTKERN 7 A,0
9723CG | 1,WINSCHOTERWEG 1,0
8855RT | 46,HOARNESTREEK 46,0
8861EB | 8,KRUISSTRAAT 8,0
8831XS | 12,SKANS 12,0
9728JS | 200,LAAN CORPUS DEN HOORN 200,0
8855XE | 10,JUCKEMALEANE 10,0
2582HH | 137,FRANKENSLAG 137,0
8881CM | 1,LONGWAY 1,0
9203CN | 53,ZUIDKADE 53,0
8601ZJ | 6,LYTSE DYK 6,0
8355AL | 98,BEULAKERWEG 98,0
9035AT | 15,TICHELWURK 15,0
8924JJ | 78,KALVERDIJKJE 78,0
8271PK | 22,TUINDERSWEG 22 B,0
8938BG | 44,CERESWEG 44,0
8501XG | 5,EDISONWEG 5,0
7521PL | 3,CAPITOOL 3,0
8471ZZ | 30,SCHUTTEVAERSTRAAT 30,0
8938AN | 5,POOLSTERWEG 5,0
5026RP | 1,J ASSELBERGSWEG 1,0
8411WK | 19,JOB HOLKEMAWIJK 19,0
9077SW | 17,VROUWBUURTSTERMOLEN 17,0
8536TA | 2,WESTEIND 2,0
9251RM | 9,NIJBOERSTRJITTE 9,0
8538RG | 5,BANDSLOOT 5 A,0
4105DZ | 2,VAN BUIJTENESTRAAT 2,0
5801HV | 5,BRIENENLAAN 5,0
8701PV | 25,DE MARNE 25,0
8911JG | 1,CIPRIANUSSTEEG 1,0
8604VT | 7,DE STRIKEL 7,0
1101DJ | 240,JOHAN CRUIJFF BOULEVARD 240,0
8711HK | 6,LANGE LEANE 6,0
3068AV | 5,MARTEN MEESWEG 5,0
8701MB | 39,DE WARD 39,0
9244CX | 6,IT MERKELAN 6,0
8449EG | 1,P G OTTERWEG 1 A,0
8711HD | 6,KAEIDYK 6,0
6882CT | 26,LARENSTEINSELAAN 26 A,0
9251LT | 40,NOORDERMEER 40,0
8862TR | 1,KIMSWERDERWEG 1,0
8442AA | 13,BREEDPAD 13,0
8442LG | 88,BURGEMEESTER FALKENAWEG 88,0
8471XP | 12,DE TUINEN 12,0
8502CV | 163,OER DE FEART 163,0
9202PD | 14,LAVENDELHEIDE 14,0
8411ZM | 18,LEIDIJK 18,0
9076PH | 22,HEMMEMAWEG 22,0
3904PX | 10,WINDAS 10,0
8861ND | 30,KELVINSTRAAT 30,0
8448JA | 19,ABE LENSTRA BOULEVARD 19,0
1689PN | 2,WOGMERGOUW 2,0
8911BN | 96,ZAAILAND 96 B,0
8448CD | 10,JUPITER 10 L,0
1736KB | 20,DE WEEL 20,0
8911DB | 156,NIEUWESTAD 156,0
7946LN | 189,VENEWEG 189 61,0
9351VJ | 7,LORENTZPARK 7,0
8861KT | 48,OUDE TREKWEG 48,0
9172PS | 71,FOSWERTERSTRJITTE 71,0
9285WZ | 4,KELVINSTRAAT 4,0
8801JW | 27,OOSTELIJKE INDUSTRIEWEG 27,0
8912AA | 61,SNEKERTREKWEG 61,0
1017EM | 558,KEIZERSGRACHT 558 4,0
8917BB | 80,NOORDERSINGEL 80,0
9269NV | 44,JULIUSSTRJITTE 44,0
8441BM | 35,FOK 35,0
5611ZT | 200,KENNEDYPLEIN 200,0
8471ZW | 1,FRISAXSTRAAT 1 C,0
8501PH | 22,DE OVERSPITTING 22,0
8601VA | 1,WAGENMAKERSSTRAAT 1,0
8448CR | 6,URANUS 6,0
8556AM | 3,JACHTHAVEN 3,0
8502CG | 19,STEIGER 19,0
8502TK | 1,DE WIELEN 1,0
9271KK | 102,FOARSTRJITTE 102,0
8601WT | 19,ZEILMAKERSSTRAAT 19,0
8941AA | 82,IT BYNT 82,0
9206AT | 16,DE GIEK 16,0
8723GC | 1,WJUKSLACH 1,0
8448GK | 1,DOMELA NIEUWENHUISWEG 1,0
8701PR | 2,KOOPMAN HEERESWEG 2,0
9202PD | 17,LAVENDELHEIDE 17,0
8501ZP | 18,TRANSPORTWEI 18,0
9285MK | 52,DE ZEILEN 52,0
3871TG | 19,EIBERLAAN 19,0
1322AC | 2,TELEVISIEWEG 2 A,0
8448GX | 6,MERCURIUS 6,0
8441BC | 88,HERENWAL 88,0
8934AD | 34,BORNIASTRAAT 34,0
8601ZR | 6,HEGEDYK 6,0
8456GD | 121,MEYERWEG 121,0
9001ZE | 5,JW DE VISSERWEI 5,0
8397LE | 70,STEENWIJKERWEG 70,0
9207HD | 8,EDISONLAAN 8,0
8441AC | 65,SCHANS 65,0
9201GH | 49,STATIONSWEG 49,0
9291DB | 31,MOLENHOEK 31 A,0
8862BL | 11,LUDINGAWEG 11,0
9011TA | 5,IT STRING 5,0
4901EV | 50,LEIJSENHOEK 50,0
1507CJ | 3,HOOFDTOCHT 3,0
9101ZN | 14,DE VEILING 14,0
8721GE | 11,BOPPELANS 11,0
9081AL | 3,BUORREN 3 A,0
8861AJ | 21,NOORDERHAVEN 21,0
5248NL | 133,GRAAFSEBAAN 133,0
9203ZW | 85,MOLENEIND ZZ 85,0
9263TG | 4,STINSWEI 4,0
8481JE | 1,SCHEENEPAD 1,0
9104CS | 47,HEAREWEI 47,0
9204KZ | 25,KURT SCHWITTERSSTRAAT 25,0
9207AM | 2,AMPERELAAN 2,0
8445PD | 4,TINWEG 4,0
8501XN | 4,TECHNYKWEI 4,0
8801PN | 15,EDISONSTRAAT 15,0
8501ZA | 24,SLACHTEDYK 24 A,0
8604DL | 4,HET SCHUT 4,0
9257DS | 63,RIJKSSTRAATWEG 63,0
1422DZ | 224,ONDERNEMINGSWEG 224,0
9206BD | 14,DE FOK 14,0
9001ZZ | 34,BIENSMA 34,0
8102CK | 30,MARKTSTRAAT 30,0
8532CE | 13,BERDINGE 13,0
9076MA | 20,NIJ TOERENBURG 20,0
9269SR | 4,DE WYLGEN 4,0
9001ZJ | 17,OEDSMAWEI 17 B,0
9202PD | 10,LAVENDELHEIDE 10 A,0
8448JA | 23,ABE LENSTRA BOULEVARD 23 Q,0
8855XC | 12,FRJENTSJERTERDYK 12 A,0
8605BV | 57,JACHTHAVENSTRAAT 57,0
1471CM | 64,STATIONSWEG 64,0
8471AD | 12,INDUSTRIEWEG 12 A,0
9082AZ | 7,WYNSER BINNEPAED 7,0
9077SW | 2,VROUWBUURTSTERMOLEN 2,0
7903AW | 66,STEPHENSONSTRAAT 66,0
8914AX | 14,SIMON VESTDIJKWEI 14,0
8711CS | 45,SUD 45,0
8531PM | 2,BREKKENWEG 2,0
8531EB | 29,VISSERSBUREN 29,0
8801PL | 6,VOLTASTRAAT 6,0
8911MA | 1,OOSTERGOWEG 1 E EN 1 G,0
8925HP | 8,ALINGASTATE 8,0
8601WJ | 7,TINGIETERSSTRAAT 7,0
9203KP | 140,BURGEMEESTER WUITEWEG 140,0
8602DE | 11,OOSTEROM 11,0
9001JK | 3,DE FOARPLECHT 3,0
8914BC | 2,FRANCOIS HAVERSCHMIDTWEI 2 UNIT 2 45,0
9203AL | 33,NOORDERBUURT 33,0
8444AV | 5,JAGTLUSTWEG 5,0
8471XP | 18,DE TUINEN 18,0
8447SR | 8,COMMUNICATIELAAN 8,0
8501ZR | 12,TOLHUSWEI 12,0
8917BD | 100,NOORDERSINGEL 100,0
8601WT | 13,ZEILMAKERSSTRAAT 13 A,0
8914CA | 4,YNDUKSJEWEI 4,0
9207AB | 32,FOLGEREN 32,0
9101DC | 70,BIRDAARDERSTRAATWEG 70 A,0
9205EC | 54,HOOILAND 54,0
9101PZ | 4,ZUIDERSCHANS 4,0
8603CL | 35,LEEUWARDERWEG 35 A,0
8938AT | 2,APOLLOWEG 2,0
9161CT | 4,JAN ROEPESPAD 4,0
8448MT | 12,ORANJE NASSAULAAN 12,0
8441AZ | 15,HERENWAL 15,0
8431HH | 38,VENEKOTERWEG 38 A,0
8391AM | 73,HOOFDSTRAAT WEST 73,0
8501ZD | 1,LEEUWARDERWEG 1,0
8701KX | 48,GROTE DIJLAKKER 48,0
8443DA | 1,PIM MULIERLAAN 1,0
8604CE | 24,DE LEIJEN 24,0
8701WS | 72,HARLINGERSTRAAT 72,0
8921AK | 2,MARGARETHA DE HEERSTRAAT 2,0
9101NR | 132,DE WOUDHORNE 132,0
9202PG | 2,HEIDEANJER 2,0
9207HG | 11,GALVANILAAN 11,0
8913EH | 36,BILDTSESTRAAT 36 D,0
9244CL | 37,HOOFDSTRAAT 37,0
9244CL | 39,HOOFDSTRAAT 39,0
8531DJ | 13,SLUISWEG 13,0
9051SK | 30,WYLDE SERINGHOF 30,0
8633KV | 7,DE FINNE 7,0
8912AW | 22,EDISONSTRAAT 22 A,0
9074TJ | 2,MEEKMAWEI 2,0
8401GA | 2,TOLHUSLEANE 2,0
8566JD | 31,HOITEBUORREN 31,0
8912AV | 26,ZWETTESTRAAT 26,0
8301XE | 7,NAGELERSTRAAT 7 B,0
1101CB | 17,HOGEHILWEG 17,0
1101AR | 56,KOLLENBERGWEG 56,0
9025BR | 6,BEARSTERDYK 6,0
8431RA | 17,OOSTERBRINK 17,0
8861VA | 29,KANAALWEG 29,0
9231DB | 3,MEANDER 3,0
8939AA | 9,WIARDAPLANTAGE 9,0
9005PS | 14,GROTE BUREN 14,0
5913AE | 20,KALDENKERKERWEG 20,0
8442BS | 56,DRACHT 56,0
9001EH | 38,STATIONSWEG 38 F,0
9166NR | 44,NOORDERSTREEK 44,0
8601WL | 22,KOPERSLAGERSSTRAAT 22,0
1012AB | 51,STATIONSPLEIN 51,0
8447SE | 5,DUITSLANDDREEF 5,0
8502BN | 30,RELING 30,0
8465RP | 18,BAALDER 18,0
8501PJ | 32,DE OVERSPITTING 32,0
9041VH | 3,KLEASTERDYK 3 A,0
8448GV | 65,DE OPSLACH 65,0
9215VW | 5,BOARNBURGUMER HEAWEI 5,0
8271BL | 103,DORPSWEG 103,0
8922GW | 2,GOUDSBLOEMSTRAAT 2,0
8934BT | 5,TIJNJEDIJK 5,0
9289KC | 4,HAMSTERPEIN 4,0
8442BM | 83,DRACHT 83,0
8442LE | 54,BURGEMEESTER FALKENAWEG 54,0
9201SC | 46,VOGELZANG 46,0
9251RK | 3,VAN DER PLOEGSTRJITTE 3,0
8861NJ | 1,VERLENGDE EDISONSTRAAT 1,0
8642WJ | 1,MOLMAWEI 1,0
8456JB | 28,SKIPPER 28,0
9001NT | 14,DE FOARN 14,0
9202PD | 18,LAVENDELHEIDE 18,0
8607GS | 66,JONKVROUW 66,0
3812RJ | 17,URANIUMWEG 17 D,0
8521NA | 20,TSJUKEMARWEI 20 A,0
9001AS | 7,PARKSTRAAT 7,0
8884HJ | 32,BAAIDUINEN 32,0
1114AB | 901,JOOP GEESINKWEG 901 999,138
8448CS | 36,MINERVA 36,0
8701CL | 18,BURG PRAAMSMALAAN 18 B,0
8921AB | 93,OOSTERGRACHTSWAL 93,0
9247BD | 120,WEIBUORREN 120,0
9105KS | 35,VAN AYLVAWEI 35,0
8476EA | 2,BOSPAD 2,0
8608AG | 47,SCHERHEMSTRAAT 47,0
8431RA | 12,OOSTERBRINK 12,0
8861KN | 27,KONINGSWEG 27,0
9111HH | 12,SCHOOLSTRAAT 12,0
8911AE | 30,SOPHIALAAN 30,0
9243KB | 1,BRINK 1,0
8501XC | 9,MADAME CURIEWEG 9,0
9171GD | 6,MIEDDYK 6,0
9291EG | 32,VAN EYSINGALAAN 32 A,0
9291MC | 4,WILLEM LOREWEG 4,0
9291MC | 3,WILLEM LOREWEG 3 A,0
8604DL | 6,HET SCHUT 6,0
8471RX | 6,VAN DER SANDEPLEIN 6,0
8532BL | 2,STEENLOPER 2,0
8526DS | 10,HORSEWEI 10,0
8331TV | 2,PLUGGEMATEN 2,0
8441CM | 16,VAN MAASDIJKSTRAAT 16,0
8919AA | 147,MR PJ TROELSTRAWEG 147 2,0
8701KA | 12,STOOMBOOTKADE 12,0
8601GR | 30,WESTERSINGEL 30,0
8754HA | 6,STRANWEI 6,0
8447CL | 14,BEURTSCHIP 14,0
9202PE | 7,ZONNEDAUW 7,0
8917BD | 102,NOORDERSINGEL 102,0
8503AC | 2,CELSIUSWEG 2,0
9471AP | 9,GRONINGERSTRAAT 9,0
9045PV | 13,IT BOSKLAN 13,0
8774PL | 1,WOLSUMERWEI 1,0
9207AB | 16,FOLGEREN 16,0
8601CP | 1,GALIGASTRAAT 1,0
9062GR | 20,WYNZERDYK 20,0
8442MA | 33,GEMEENTEPLEIN 33,0
1101BH | 55,DE ENTREE 55,263
8501SN | 1,YNDUSTRYWEI 1,0
8532BW | 22,SLACHDROMPEL 22,0
8531MK | 35,GROTE BEER 35,0
8938AK | 1,AVONDSTERWEG 1,0
8938BB | 3,SIRIUSWEG 3,0
2675LG | 3,HOOGHE BEER 3,0
8491DR | 2,ADAM HURDRIDERSTRJITTE 2,0
8255CK | 22,MORENESTRAAT 22,0
8401BL | 48,BADWEG 48,0
2231CE | 86,SANDTLAAN 86,0
2665MK | 40,IRISWEG 40,0
9207AM | 3,AMPERELAAN 3 10,0
8881GH | 15,STEVEN WIEGMANLAAN 15,0
8607KC | 26,SPIJKERBOOR 26,0
8934CJ | 4,AGORA 4,0
8911AE | 50,SOPHIALAAN 50,2500
8913HB | 10,TESSELSCHADESTRAAT 10,0
8413ND | 1,SLOTLAAN 1,0
8501XL | 3,FIRMAWEI 3,0
7741KM | 6,MARCONIWEG 6,0
9076PT | 19,DE WISSEL 19,0
9101WZ | 40,HOGEDIJKEN 40,0
9012DT | 4,SLOTSDYK 4,0
9207AJ | 2,FOLGERALAAN 2 B,0
8606JP | 9,LORENTZSTRAAT 9,0
2511VJ | 250,BOOMSLUITERSKADE 250,0
8501XH | 15,NIPKOWWEG 15,0
9262NS | 18,ACHTERWEI 18,0
3311JG | 53,BURG DE RAADTSINGEL 53,0
8531PZ | 52,STRAATWEG 52 A,0
9281LZ | 21,NIJEBUORREN 21,0
9101MT | 15,KEPPELSTRAAT 15,0
9285WD | 76,WEST 76,0
8881AG | 5,BURGEMEESTER SWAANSTRAAT 5,0
8472BE | 2,RUIGE WEEGBREE 2,0
8914BJ | 28,PITER TERPSTRAWEI 28,0
9101WV | 35,HOGEDIJKEN 35,0
9203NW | 2,SPORTLAAN 2,0
8804NL | 2,WOMMELSERWEG 2,0
8401JE | 58,DE WERF 58,0
8448SG | 36,NIENKE VAN HICHTUMWEG 36,0
9091BB | 5,WYNS 5,0
9295LD | 3,BEINTEMAWEI 3,0
9026BC | 2,NIJLANSREED 2,0
8525EH | 29,FOEKJESTEECH 29,0
8531AA | 56,LEMSTERPAD 56,0
8013RA | 1,CURIEWEG 1,0
7921JP | 10,INDUSTRIEWEG 10 B,0
8501XP | 8,VOLTAHOF 8,0
8701MC | 101,DE MARNE 101,0
4814RS | 36,NEERLOOPWEG 36,0
4311BM | 8,BOOMDIJK 8,0
3842DR | 15,OOSTEINDE 15,0
8601ZP | 5,SIMMERDYK 5,0
8405BP | 6,NIJE LEANE 6,0
8911DW | 64,BOLLEMANSSTEEG 64,0
9281XJ | 13,FEARTSWAL 13,0
8911LH | 72,DRUIFSTREEK 72,0
1077XX | 1143,STRAWINSKYLAAN 1143 C 11,5671
9073LP | 3,LJOUWERTERDYK 3,0
9287VN | 26,WYLDPAED OAST 26,0
8802PV | 3,HET WANT 3,0
9125EE | 10,TERPLEANE 10,0
8531RL | 65,TJEUKEMEERSTRAAT 65,0
8915KL | 67,YPK FAN DER FEARWEI 67,0
8601CM | 38,KRUIZEBROEDERSTRAAT 38,0
8812JM | 3,RIEDSTERWEG 3,0
9076PT | 14,DE WISSEL 14,0
8551RL | 4,DE KOLK 4,0
9057LA | 1,DOKKUMER TREKWEI 1,0
8601WJ | 8,TINGIETERSSTRAAT 8,0
8531AA | 54,LEMSTERPAD 54,0
8604DG | 5,STUW 5,0
8606JA | 27,OUDE OPPENHUIZERWEG 27,0
9207EA | 15,KALMOES 15,0
8721GE | 9,BOPPELANS 9,0
8801ZE | 39,DYKSFEART 39,0
8465SE | 3,SIEBE DE RUITERWEG 3,0
8801PT | 71,SALVERDERWEG 71,0
8912BG | 5,MORSEWEG 5,0
8914AT | 52,HELICONWEG 52,0
8442LM | 9,MOLENPLEIN 9,0
8862DD | 1,HANERAK 1,0
8861AK | 53,NOORDERHAVEN 53,0
8861BB | 12,GROTE BREDEPLAATS 12,0
8932PA | 66,SIXMASTRAAT 66,0
8584VS | 4,DE SOAL 4,0
8731DW | 3,DE IISBAAN 3,0
9061AE | 2,RINIA VAN NAUTAWEG 2 A,0
9036KE | 14,DE RUPELBANK 14,0
8831ZS | 1,DE NIJE HERNE 1,0
8445RP | 5,TORMENTIL 5,0
7511KS | 28,HOOG EN DROOG 28,0
7151MR | 52,BORCULOSEWEG 52,0
9206AH | 32,LOSWAL 32,0
9203ZW | 79,MOLENEIND ZZ 79,0
8765LW | 30,SYLROEDE 30,0
3161GR | 7,OEVER 7,0
9062HK | 3,DE MIEDEN 3,0
9213RG | 38,NACHTLAN 38,0
8485JA | 4,GRINDWEG 4,0
9204CD | 141,EEMS 141,0
8851GJ | 21,WESTERBUORREN 21,0
8601ZK | 1,BOLSWARDERBAAN 1,0
8917AS | 153,SPANJAARDSLAAN 153,0
8502TL | 1,JANESLOOT 1,0
8447SL | 27,BUSINESSPARK FRIESLANDW 27 A,0
9231DX | 7,ZOOM 7,0
8701JT | 6,MARKTSTRAAT 6,0
4104AX | 15,PARALLELWEG WEST 15 B,0
8913CZ | 9,FONTEINLAND 9,0
9201BX | 19,DE TIJEN 19,0
9201CH | 98,DE LANGE WEST 98,0
8401XC | 10,TRIMBEETS 10,0
8801ET | 76,HERTOG VAN SAXENLAAN 76 M,0
9753TB | 12,FELLANDNOORD 12 G,0
8936AA | 10,ZWEMMERSTRAAT 10,0
4815PN | 22,HUIFAKKERSTRAAT 22,0
9531AC | 61,HOOFDSTRAAT 61 B,0
9723ZA | 284,HELPERPARK 284,0
9204WB | 1,DE LANEN 1,0
8914BE | 90,BALTHASAR BEKKERWEI 90,0
7821AK | 8,PHILEAS FOGGSTRAAT 8,0
9903GA | 23,TWARRELT 23,0
9934RT | 78,MIDSCHEEPS 78,0
9471KA | 6,E 6,0
9743DA | 13,SUIKERLAAN 13,0
9461AB | 10,SCHOOLSTRAAT 10,0
8721EX | 11,SKARL 11,0
9254GM | 7,EASTER OMWEI 7,0
7741MG | 18,DATA 18,0
9791DR | 15,VERLAATWEG 15,0
9718AS | 15,WESTERKADE 15 4,0
9936GZ | 26,ZIJLVEST 26,0
7821CE | 154,NIJBRACHT 154,0
9766VJ | 16,WARMOLTSEILAND 16,0
7941HC | 29,STATIONSWEG 29,0
8574WB | 1,WATTEAUSTRAAT 1,0
9742AM | 200,DIERENRIEMSTRAAT 200 F,0
3447GK | 10,POMPMOLENLAAN 10 A,0
6006TB | 43,DIESTERBAAN 43,0
9202LC | 7,SPLITTING 7,0
9609PA | 5,WATERHUIZEN 5,0
7957EJ | 3,OOSTERAKKER 3,0
7772JG | 31,BOVENMAAT 31,0
7957BX | 2,HAALWEIDIGERWEG 2,0
9721AA | 93,HEREWEG 93,0
7943PE | 134,BLANKENSTEIN 134,0
7833AA | 9,VAART ZZ 9,0
7892AH | 17,SAFFRAAN 17,0
9611DH | 94,BUITENSINGEL 94,0
9625TK | 6,EEMSKANAAL ZZ 6,0
9752XM | 269,MEERWEG 269,0
9581TB | 49,HORSTEN 49 A,0
9351VJ | 8,LORENTZPARK 8,0
1062JN | 175,POSTJESWEG 175,0
9968TC | 2,OUDEDIJK 2,0
9501LL | 3,BARKELAZATHE 3,0
9951TD | 47,ONDERDENDAMSTERWEG 47,0
9711BS | 14,COEHOORNSINGEL 14,0
9909AD | 34,HOOFDWEGNOORD 34,0
9411SB | 47,ROMHOF 47,0
1822BJ | 38,BERENKOOG 38,0
9934CK | 10,MARKTSTRAAT 10,0
7825AM | 80,PHILEAS FOGGSTRAAT 80,0
7751GN | 8,KYMMELSKAMPEN 8,0
9747AV | 1,DE DEIMTEN 1,0
8461LC | 2,VOGELZANGWEG 2,0
9645KX | 96,TRANSPORTWEG 96,0
2665MR | 224,KLAPPOLDER 224,0
7943PE | 136,BLANKENSTEIN 136,0
7812AD | 53,ZUIDBARGERSTRAAT 53,0
9738AD | 99,WOLDDIJK 99 A,0
9747AT | 7,KADIJK 7 C,0
9712AC | 4,HOGE DER A 4,0
2685DC | 231,ABC WESTLAND 231,0
9601EA | 31,HOOFDSTRAAT 31,0
8861SR | 26,DROOGSTRAAT 26,0
9742LJ | 3,CAPELLASTRAAT 3,0
9403DE | 12,ZWEDENLAAN 12,0
9502KJ | 1,GILDESTRAAT 1,0
8563AK | 3,HEERENHOOGWEG 3,0
9675HJ | 67,GRINTWEG 67,0
9712LK | 69,BOTERDIEP 69 1,0
8407EG | 33,DE STREEK 33,0
8441ER | 100,K R POSTSTRAAT 100 5,0
9402NR | 1,JAN BOMMERSTRAAT 1,0
9521AT | 34,ZUIDERDIEP 34,0
7905SW | 2107,BUITENVAART 2107,0
9203EJ | 62,BERGLAAN 62,0
8915AA | 1,DE BONTEKOE 1,0
9936BJ | 35,RONDEBOSLAAN 35,0
9461AA | 1,SCHOOLSTRAAT 1,0
1411DD | 5,GOOIMEER 5 39,172
8939ES | 119,FROUWESAN 119,0
9411SB | 43,ROMHOF 43,0
9472TD | 37,LAGEWEG 37,0
9934PV | 1,VLOTTERSPAD 1,0
9718CV | 20,AWEG 20,0
9468AC | 47,ZUIDLAARDERWEG 47,0
9717KB | 35,KOOLSTRAAT 35,0
8914BD | 11,ANNE WADMANWEI 11,0
7981LA | 6,GRONINGERWEG 6,0
9403DV | 6,MADRIDSTRAAT 6,0
9502EX | 31,TINNEGIETER 31,0
9722AH | 90,VERLENGDE HEREWEG 90,0
9401LA | 5,OVERCINGELLAAN 5,0
9231HZ | 6,KOARTWALD 6 A,0
9403XR | 20,GANSMESSCHEN 20,0
9056LK | 3,ALDLANSDYK 3,0
9414TN | 2,ZWIGGELTERWEG 2,0
9401JZ | 17,OOSTERSINGEL 17,0
8804NT | 2,MEESTER VRIJBURGSTRAAT 2,0
9721VZ | 380,VESTDIJKLAAN 380,0
9271KH | 34,FOARSTRJITTE 34,0
9465TR | 32,NIJEND 32,0
9207JT | 5,RICHTERLAAN 5,0
8861SV | 61,ZOUTSLOOT 61,0
9356BN | 9,PASTORIJE 9,0
9356HD | 22,HEIHORST 22,0
3011ED | 49,SCHIEDAMSEDIJK 49,0
7957BA | 1,BURG VEENHOVENPLEIN 1,0
7958RM | 55,DORPSSTRAAT 55,0
8501XG | 1,EDISONWEG 1 A,0
9541TA | 39,WEENDERSTRAAT 39 B,0
3066GS | 105,ANTHONETTA KUIJLSTRAAT 105,0
9088AH | 8,WERPSTERDYK 8,0
9351PS | 26,DILIGENCELAAN 26,0
9475TE | 13,NOORDLAARDERWEG 13,0
9204KW | 3,THEO VAN DOESBURGSTRAAT 3,0
9411TV | 50,SMALBROEK 50,0
9201GP | 44,STATIONSWEG 44,0
2274HG | 35,CREMERSTRAAT 35,0
9206BK | 12,STUURBOORD 12 13,0
7751DN | 20,LAVERINGSVEEN 20,0
9933HG | 18,POLARISWEG 18,0
3833AC | 5,HEILIGENBERGERWEG 5,0
1811CP | 168,OUDEGRACHT 168,0
9601GW | 1,VAN NECKSTRAAT 1 A,0
8453WG | 69,KONINGIN JULIANAWEG 69,0
9728BM | 812,PATERSWOLDSEWEG 812,0
9697NA | 15,HOOFDWEG 15,0
9037JW | 9,KLEASTERDYK 9,0
9615TE | 1,A EINSTEINLAAN 1,0
7887TP | 23,WARMOESWEG 23,0
5691CM | 8,PRUNUSLAAN 8,0
9934AR | 5,HANDELSKADE OOST 5,0
